City,Country,Map Location,Resort_Name,Resort_Details,image_0,image_1,About,Amenities,Directions,Other Information
Tenerife,Spain,,Tropical Park,tropicalpark.html,images/e487.jpeg,images/e488.jpeg,"Tropical Park is situated on the south west coast of the island of Tenerife, in Callao Salvaje, approximately 25kms from the Reina Sofia Airport. From the Resort there is a splendid view of the island of La Gomera and the silhouettes of the islands of La Palma and El Hierro, equally if you look inland towards the Tenerife mainland, you can see the imposing peak of Mount Teide rising up 3,718mts. The apartments are only 150mts from the sea and almost all enjoy a sea view and face the rising sun. Callao Salvaje itself is a beautiful, small and relaxed self contained residential town and holiday resort which boasts some of the most spectacular scenery on Tenerife. Callao Salvaje is not only perfect for the quiet family holiday but also ideally situated as a base for a touring holiday.  The lovely holiday apartments at Tropical Park in Callao Salvaje, Tenerife are situated on the south west coast of Tenerife. The Resort consists of 164 fully equipped apartments with one, two or three bedrooms. All the apartments include a fully equipped kitchen, bathroom, lounge with sofa bed, satellite TV and radio. On site there is a restaurant, disco, supermarket, 24 hour reception, 2 outdoor swimming pools, tennis court, 2 squash courts, 2 saunas, Jacuzzi, gym, physiotherapy service and an entertainment service for adults and children.","Fully Equipped Kitchen, Satellite TV, Radio, Fridge, Linens included, Towels included, Ceiling fans, Air conditioning.","To reach Tropical Park in Callao Salvaje, Tenerife on leaving Los Cristianos, Adeje TF1, continue past Los Cristianos, Las Americas and Torviscas, heading towards Gua de Isora. Turn left to Playa San Juan, go through the village of Arme in about 1km further you come to Callao Salvaje turn off. The Resort is 1.5km on the left. There is also an airport in the north of the island, Los Rodeos, approximately 97kms from the Resort.",
Tenerife,Spain,,Wimpen Sueno Azul,wimpensuenoazul.html,images/e489.jpeg,images/e490.jpeg,"Wimpen Sueno Azul in Callao Salvaje is ideally situated on the sunny west coast of Tenerife, about eight miles from Playa de Las Americas and twenty minutes from the picturesque resort of Los Gigantes. Sueo Azul provides an ideal base for a perfect holiday. Callao Salvaje is a beautiful, small and relaxed, self contained residential town and holiday resort which boasts some of the most spectacular scenery on Tenerife. It is not only perfect for the quiet family holiday, but also ideally situated as a base for a touring holiday. There is a wide choice of bars and restaurants in Callao Salvaje, where there are also supermarkets and shops. Nearby facilities also include tennis courts, supermarkets, bars and restaurants. The luxurious holiday villas at Wimpen Sueno Azul in Callao Salvaje, Tenerife are beautifully furnished individual villas, sleeping up to six persons. The villas have a superb range of furnishings including satellite television and barbecue sets. Air conditioning is available in the bungalows, usage is optional - charges apply. Most have their own gardens or patio and are located in beautiful tropical gardens. On site facilities include a lovely outdoor swimming pool, children's pool and play area, snack bar and restaurants, reception, car hire and babysitting service. Please note there is a minimum age requirement, one member of the party must be 21 years of age. Utility Charge by meter reading. Refundable Deposit required for air conditioning hand control 25- usage charged by meter reading.","Fully Equipped Kitchen, Fridge, Microwave, Laundry Facilities, Satellite TV, DVD Player, Air Conditioning in Lounge - see Important Information, Ceiling Fans, Barbecue, Terrace, Patio Furniture, Safe rental 8 per week, Linens included, Towels included, Please bring pool towels or these can be hired for a refundable deposit of 30 per week, No Pets, Weekly Maid Service.","To reach Wimpen Sueno Azul in Callao Salvaje, Tenerife, the nearest airport is Reina Sofia 16 miles away. From the airport turn left onto TF1, continuing past the Urbanisation of Los Cristianos, Las Americas and Torviscas, heading towards Playa San Juan. Continue on the main road until you see the large signpost for Callao Salvaje. Turn left here and follow the road to the sea. The Resort is situated on the right in the Sueno Azul area. Please advise the Resort if you are arriving outside the normal check in time.",
Tenerife,Spain,,Club Marina,clubmarina.html,images/e491.jpeg,images/e492.jpeg,"Club Marina on the Costa del Silencio in Tenerife is conveniently situated only fifteen minutes from Los Cristianos and Playa De Las Americas. The Resort is located in a residential area of the Costa del Silencio in the south of Tenerife, 200 metres from the sea. It is near the fishing village of Las Galetas, which offers a selection of shops, restaurants and bars. There are two PGA 27 hole golf courses just a few minutes drive away. From its privileged position by the sea, the Club offers a magnificent view of the Costa del Silencio with its spectacular sunsets. Basking in the Atlantic Gulf Stream, Tenerife, the largest of the Canary Islands, offers a variety of spectacular scenery. Tenerife holidays are ideal for those who enjoy visiting tourist attractions, spend lazy days soaking up the sun or sampling the beautiful scenery, or enjoy a wealth of sporting activities. The lovely holiday apartments at Club Marina on the Costa del Silencio in Tenerife include studios with a living/dining room, a double sofa bed, a kitchenette with an electric hob, fridge freezer and microwave and a bathroom. One bedroom units have a living/dining room with a double sofa bed, a bedroom with twin beds, an American style kitchen with freezer, washing machine or dishwasher and a microwave and a bathroom. Two bedroom units have a living/dining room with a double sofa bed, a bedroom with a double bed and a bedroom with twin beds. The kitchen is American style with freezer, washing machine or dishwasher and a microwave. The Resort is well equipped for handicapped guests, with ramps and other facilities. In the evening the Resort offers a range of entertainments, including traditional Spanish flamenco dancers. There is an in-house recreation team who play an important role in organising daily activities such as archery or aerobics.","Fully Equipped Kitchen, Coffee Maker, Kettle, Toaster, Fridge, Microwave, Radio, Satellite TV, Telephone, Ceiling Fans, Iron & Ironing Board, Hairdryer, No Pets, Linens included, Towels included, Safe for hire.","To reach Club Marina in Tenerife from the airport, follow the TF1 sign for Los Cristianos. Take exit 62 and follow signs for Los Abrigos/Las Galletas, TF65. Turn right at the roundabout and right at the next one, following signs forTF655, Guargacho/Las Galletas. Follow the road for 2kms. Turn left at sign for Las Galletas TF652. Approximately 2km further on, there is a sign for Costa del Silencio, on right. Ignore and continue on the main road for 3km until you see the Shell petrol station on the left. Turn left, and follow this road for 1km. At the fork, bear right and follow this road. The Resort is on the left, Aptos Marino. There is also an airport in the north, Los Rodeos - 78km.",
Tenerife,Spain,,The Amarilla Golf & Country Club,theamarillagolfcountryclub.html,images/e493.jpeg,images/e494.jpeg,"he lovely holiday apartments at The Amarilla Golf & Country Club in the San Miguel region, near Los Abrigos in Tenerife are located in the sunny south of Tenerife. The attractive accommodation is an ideal vacation spot for golfers and for those who wish to be away from the hustle and bustle. Some of the finest golden sandy beaches on the Island are close to the Amarilla Golf, including the championship windsurfing beach at El Medano and the vast stretch of Playa de la Tejita beach for the real sun worshipers, both are a mere ten minutes drive from the Resort. A five minute journey by car or taxi will take you to the quaint village of Los Abrigos, renowned throughout the South of Tenerife for its wealth of fish restaurants. Los Cristianos and Playa de las Americas are only fifteen minutes drive away. The adjacent Golf del Sur complex is within very easy walking distance, full of shops, entertainment and restaurants. The Amarilla Golf and Country Club in Tenerife offers a variety of accommodation including a Standard Apartment to accommodate two guests, these beautifully furnished apartments with double beds all have balconies overlooking either the sea and golf course or Mount Teide. They have a nicely equipped open kitchen, television, DVD/CD player and radio. Superior Suites accommodate two to four guests with a spacious private lounge and balconies overlooking either the sea or Mount Teide. They have a fully equipped kitchen, television, DVD/CD player, radio and alarm clock. The Luxury Suites to accommodate two guests have spacious balconies that overlook the golf course and the sea. They have fully equipped kitchens including washing machine and dishwasher. DVD/CD player, flat screen television, hydro-massage shower cabins and are fully air conditioned. The two bedroom semi detached bungalows can accommodate four to six guests and are situated in a small complex with a community swimming pool, on the shore of the Atlantic Ocean. All units have two bedrooms and two bathrooms. One of the bathrooms is ensuite with the master bedroom. The spacious living room with open fully equipped kitchen has television, DVD/CD player and radio. From both the lounge and bedroom, there is access to the large sun terrace with table, chairs, sunbeds and BBQ. This lovely Resort has a very calm, relaxed atmosphere with a children's splash pool, large outdoor swimming pool and sunbathing terrace. The golf course and driving range are right on your doorstep. The Country Club House Restaurant provides an excellent menu, which is served all day and can be enjoyed around its tropical setting.","Fully equipped kitchen, Microwave, Coffee Maker, Toaster, Kettle, TV, DVD, CD Player, Radio, Linens included, Towels included, Balcony, Patio furniture.","The Amarilla Golf & Country Club is situated near Los Abrigos in Tenerife, close to Renia Sofia Airport.",
Tenerife,Spain,,Beverly Hills Club,beverlyhillsclub.html,images/e495.jpeg,images/e496.jpeg,"The superior holiday apartments at Beverly Hills Club, Los Cristianos in Tenerife are located on a self contained leisure resort about a mile from the sandy beach. Los Cristianos boasts a good range of shops, bazaars with the nearby harbour being a great place for boat trips. The Resort offers a free courtesy bus to Los Cristianos centre throughout the day seven days a week, although the walk down is pleasant and leads directly to the venue for the Sunday Market. Local transport is good, taxis are available outside the Club, with a bus service nearby and car hire readily available. The superior holiday apartments at Beverly Hills Club, Los Cristianos,Tenerife are situated in lovely tropical gardens. All units have a microwave, telephone, satellite television, iron, ironing board and hairdryer. Safes are available for rent approx. 10 per week. On site facilities include squash, tennis, children's club, a bowling alley, grocery store, miniature golf and a sauna, with the restaurant and bar offering evening entertainment. Please note this Resort is not recommended for those with walking difficulties and families with prams, although the ground floor apartments may be suitable for these groups. The Resort operates a policy that at least one member of the party must be over the age of 23. The Resort implements a surcharge for third party occupation. Third party is defined as anyone other than the week owner. Studio 90, 1 Bedroom 137, 2 Bedroom 178, 3 Bedroom 220, Penthouse 268. (2011).","Fully Equipped Kitchen, Microwave, Telephone, Satellite TV, Air Conditioning, Iron/ironing board, Hairdryer, Safe available to rent.","To reach Beverly Hill Club in Tenerife from the airport, take the left hand lane to TF1 Los Cristianos, follow the motorway south, turning off at junction 27 for Los Cristianos. Turn left at the traffic lights and bear right. Carry on through the next set of traffic lights past the Hotel Princessa, turn left at the roundabout following the signs for Oasis del Sur. At the next roundabout go straight over, right at the next junction and take the second right, Reception is on your left hand side. A taxi from the airport to Resort costs approx. 20.",
Tenerife,Spain,,Beverly Hills Heights,beverlyhillsheights.html,images/e497.jpeg,images/e498.jpeg,"The superior holiday apartments at Beverly Hills Heights near Los Cristianos, Tenerife are located in the Oasis del Sur area. This self contained Resort is about a mile from the sandy beach, shops, bars and restaurants of Los Cristianos. The Resort offers a free bus service into the town centre of Los Cristianos and to the beach. Los Cristianos boasts a wonderful range of shops and bazaars and the nearby harbour is a great place for boat trips. Playa de las Americas is close by, providing you with plenty of night life. Also available are day trips by ferry and hydrofoil from the Los Cristianos harbour to the fascinating and unspoilt island of La Gomera, a World Heritage Site. Further afield to the isolated islands of La Palma and El Hierro for the grandest of scenery and complete peace and serenity. Teide National Park and Los Gigantes, one a 12,000-foot volcanic mountain and the other 2,500-foot sea cliffs, both of them breathtakingly dramatic and completely unforgettable. There is also excellent golf in scenic settings on a variety of nearby courses. Dramatic volcanic scenery, year round sunshine and sandy beaches await you in Tenerife. The superior holiday apartments at Beverly Hills Heights in Tenerife are superbly furnished and fully equipped with microwaves, telephones and satellite televisions as well as iron, ironing boards and hairdryers. Safes are available in all apartments for a nominal fee. On site facilities include lovely tropical gardens, restaurant, bar, squash, tennis, a bowling alley, miniature golf and a sauna. This Resort is not recommended for those with walking difficulties and one member of the party must be over the age of 23. Live entertainment can also be found at nearby Hollywood Mirage and Beverly Hills Club. 300 refundable security deposit payable to the Resort. The Resort implements a surcharge for third party occupation. Third party is defined as anyone other than the week owner. Studio 90, 1 Bedroom 137, 2 Bedroom 178, 3 Bedroom 220, Penthouse 268. (2011).","Fully Equipped Kitchen, Microwave, Telephone, Air Conditioning, Satellite TV, Iron/Ironing board, Hairdryer, Safe available to rent.","To reach Beverly Hills Heights near Los Cristianos, Tenerife from the airport, take the left hand lane to TF1 Los Cristianos, follow the motorway south, turning off at junction 27 for Los Cristianos. Turn left at the traffic lights and bear to the right. Carry on through the next set of traffic lights past the Hotel Princessa, turn left at the roundabout following the signs for Oasis del Sur. At the next roundabout go straight over, right at the next junction and take the second right, the Reception is on your left hand side.",
Tenerife,Spain,,Club Tenerife,clubtenerife.html,images/e499.jpeg,images/e500.jpeg,"The superior holiday apartments at Club Tenerife in Los Cristianos, Tenerife are ideally situated to explore Los Cristianos, which has a gently shelving sweep of dark sand around a sheltered bay and the nearby harbour is a great place for boat trips. The old town of Los Cristianos boasts a good range of shops and bazaars. For the more energetic, the resort of Playa de las Americas is close by, providing you with plenty of night life. Also available are day trips by ferry and hydrofoil from the Los Cristianos harbour to the fascinating and unspoilt island of La Gomera, a World Heritage Site. Further afield to the isolated islands of La Palma and El Hierro for the grandest of scenery and complete peace and serenity. Teide National Park and Los Gigantes, one a 12,000-foot volcanic mountain and the other 2,500-foot sea cliffs, both of them breathtakingly dramatic and completely unforgettable. There is also excellent golf in scenic settings on a variety of nearby courses. The superior holiday apartments at Club Tenerife in Los Cristianos, Tenerife in the Canary Islands are well equipped one or two bedroom units. All apartments have telephones, satellite tvs, electronic safes - activation key available at reception for a small charge, hairdryers, irons and ironing boards. All apartments have full kitchens with electric hobs, oven, microwave, kettle, coffee percolator and toaster. A complimentary welcome pack is supplied containing basic items such as tea, coffee, sugar, water and milk. On site there are two outdoor swimming pools, a pool bar, excursion booking, car hire, 24-hour Reception and daily visits from a doctor. Please note there are many steps around the Resort and this Resort does not allow single sex groups under 25 years of age. Although there are steps around the Resort there tend to be only 5 or 6 steps in any one place and not very steep. The Resort is on three levels and is therefore totally unsuitable for wheelchair users. There is a charge of 1 per day for sun loungers.","Iron, Kettle, Fully Equipped Kitchen, Microwave, Satellite TV, Terrace, Telephone, Safe, Hairdryer, Iron/ironing board, Coffee maker, Toaster, Welcome Pack, Linens included, Towels included, Maid service, Fans.","To reach Club Tenerife at Los Cristianos in Tenerife, from the airport take the left hand lane for TF1 Los Cristianos, follow the motorway south, and take junction 27 for Los Cristianos. Go through the traffic lights, bear left then round to the right. Carry on through next set of traffic lights past the hotel Princess Dacil, turn left at the roundabout following signs for Oasis del Sur. At the next roundabout, go straight over, right at the next junction and take a second right. Continue up the hill past Beverly Hills Club which is on the left, bearing left take the next left, follow the road along and the Club Tenerife Reception is on the left hand side.",
Tenerife,Spain,,Club Tenerife Sur,clubtenerifesur.html,images/e501.jpeg,images/e502.jpeg,"The superior holiday apartments at Club Tenerife Sur in Los Cristianos, Tenerife are situated nearby the centre of Los Cristianos. Within this area you are able to visit a wide variety of shops, restaurants and bars. For those who like the beach, this is only a short walk away. If you like a lively atmosphere, the town of Playa de las Americas is approximately 3km away. If you prefer to explore the island there is a local bus service close to the Resort. Whether you prefer a quiet relaxing holiday or a lively one, Los Cristianos has a mixture of amenities to suit everyone. The location of the Resort is excellent with everything within easy walking distance without the need to climb steep hills. The well equipped holiday apartments at Club Tenerife Sur in Los Cristianos, Tenerife consist of studios sleeping 2 with a double bed and 1 bedroom apartments sleeping 4 with a double bed and a pull out sofa bed. All apartments have a telephone, pay TV, with balcony or terrace and kitchenette, two ring cooker, oven, fridge, kettle and toaster and safety deposit box. Bathroom with bath/shower. Facilities on site include a large outdoor swimming pool, restaurant, lounge bar, pool bar, supermarket, squash court, sauna, conference room and self service laundry. A great choice of Resort in a good location, car hire is not necessary.","Maid Service, Fully Equipped Kitchen, Satellite TV, Telephone, Fridge/freezer, Safety deposit box, Balcony or Patio, Kettle, Toaster, Linens included, Towels included.","To reach Club Tenerife Sur in Los Cristianos,Tenerife from the airport head for the motorway signposted Los Cristianos. Stay on this road for approximately 15km. Exit the motorway at the sign Los Cristianos and go under the motorway. At the roundabout go straight ahead, at the set of traffic lights go straight ahead and then take the first turning left. At the next set of traffic lights carry straight on and Club Tenerife Sur is on your left hand side.",
Tenerife,Spain,,Hollywood Mirage,hollywoodmirage.html,images/e503.jpeg,images/e504.jpeg,"The superior holiday apartments at Hollywood Mirage in Tenerife are situated on the hillside above the town of Los Cristianos in the south of the island, enjoying an all year round sunny climate in a peaceful setting. Nearby Los Cristianos is a thriving resort with a variety of shops, bars and cafes situated in a sun trap location with easy access to a sandy beach, harbour and a promenade. The luxurious holiday apartments at Hollywood Mirage in Tenerife are designed to make your holiday experience a memorable one, whether you prefer to get active in the gymnasium, sporty on the tennis courts, enjoy nightly live entertainment or watch magnificent sunsets from your private terrace. The Resort features two large freshwater swimming pools, plus children's pools and there is also a first class Salon offering a multitude of health and beauty treatments and a well stocked supermarket. The luxurious Hollywood Mirage apartments are of a very high standard, all have tasteful decor, air conditioning and satellite television, plus a well equipped kitchen. Stylish bedrooms are complemented by luxurious, marble finished bathrooms with Jacuzzis in some apartments. Please note that there is a weekly charge per person to use the Health Club. At least one member of the party must be over 24 years of age. This Resort implements a surcharge for third party occupation. Third party is defined as anyone other than the week owner. Studio 90, 1 Bedroom 137, 2 Bedroom 178, 3 Bedroom 220, Penthouse 268. (2011).","Fully Equipped Kitchen, Microwave, Satellite TV, Telephone, Air Conditioning, Hairdryer.","FROM AIRPORT SOUTH REINA SOFA: To arrive at Holllywood Mirage from the airport, take the left hand lane for TF1, Los Cristianos, follow the motorway south until exit Los Cristianos. Continuing down the hill, follow the road to the main roundabout, take the third exit to the left and drive straight ahead, pass one roundabout and continue straight ahead until arriving to the main road junction (Avenida San Francisco), turn to the right and take the next left turn into Calle San Diego. Follow this road up the hill, bearing right into Calle Rodeo, passing the Beverly Hills Club on the left and, bearing left up the hill continue straight ahead until you arrive at the Hollywood Mirage, situated on the left. FROM AIRPORT NORTH LOS RODEOS: To arrive at the Hollywood Mirage from the North airport (Los Rodeos), take the north motorway (TF-5) to Santa Cruz and look for the connection with the south motorway (TF-1) to Los Cristianos. follow the motorway south until junction 27, exit Los Cristianos. Continuing down the hill, follow the road to the main roundabout, take the third exit to the left and drive straight ahead, pass one roundabout and continue straight ahead until arriving to the main road junction (Avenida San Francisco), turn to the right and take the next left turn into Calle San Diego. Follow this road up the hill, bearing right into Calle Rodeo, passing the Beverly Hills Club on the left and, bearing left up the hill continue straight ahead until you arrive at the Hollywood Mirage, situated on the left.",
Tenerife,Spain,,Victoria Court,victoriacourt.html,images/e505.jpeg,images/e506.jpeg,"Victoria Court in Los Cristianos, Tenerife is located within ten minutes walk from the beach and the attractive promenade, which leads to the beautiful harbour of Los Cristianos. Situated near the beach and just a two minute walk from the famous Tenerife Sunday market, Victoria Court is ideally located close to a host of activities. With the wonderful harbour as its focal point, the town has managed to retain some of the architecture and character of its original incarnation as a sleepy fishing village. If you like fish and other seafood, the harbour area is the place to go. There are plenty of fish restaurants and a fish market every morning where the local fishermen sell their catch. The artificial beaches are gorgeous and there are plenty of excursions running from the harbour area, including fishing trips, dolphin watching, pleasure cruises, glass bottomed boats, diving excursions and ferries to La Gomera. The comfortably furnished holiday apartments at Victoria Court in Los Cristianos, Tenerife are designed in the typical style of red tiled roofs and beautiful woodwork. All apartments are spacious, well equipped and furnished, have English television channels and dvd players. All kitchens are fully equipped and include washing machines. The Complex has an inviting outdoor swimming pool, which is heated during the winter months. The pool area has sun loungers and parasols, for which there is a charge and small, colourful gardens to the edge. There is a poolside bar which serves food all day and a comfortable lounge room where guests can enjoy their meals. Please note that one member of the party must be over 21 and no single sex parties are permitted. As there are many steep steps and ramps, this Resort may not be suitable for elderly or disabled. Reception closes at 4pm, if you expect to arrive outside this time, can you please ring the Resort to make arrangements regarding key collection. Please email victoriacourt@terra.es or ring with your flight details so the Resort can prepare your room for arrival.","Fully Equipped Kitchen, Microwave, Fridge/Freezer, Washing Machine, Iron/Ironing Board, Telephone, Television, DVD Player, Safe, Hairdryer, Balcony/Terrace, Patio Furniture, Linens provided, Towels provided.","From the airport head south on to the motorway following the signs for Los Cristianos. Take the 4th exit off the motorway which is signposted Los Cristianos/Arona. Take the second slip road signposted Los Cristianos. You will drop down to a large roundabout at the bottom of the hill (Trebol supermarket is on the right). Go straight over the roundabout when you come to traffic lights, carry straight on. You will see Hotel Princess Dacil on the left pass this and when you come to the roundabout at the bottom (there is a taxi rank on the right) turn left and Victoria Court One is approx. 300 mtrs. on the right hand side. Please advise the Resort of your arrival time, if outside the normal check in times, and they may be able to arrange earlier or later key collection.",
Tenerife,Spain,,Wimpen Los Claveles,wimpenlosclaveles.html,images/e507.jpeg,images/e508.jpeg,"The superior holiday apartments situated in the beautiful foothills of Los Cristianos in Tenerife are about a mile from the beach, Los Claveles offers the perfect setting for your vacation. It is within easy walking distance of the original fishing village of Los Cristianos, which has a wide selection of sophisticated shops, bars, and restaurants. Los Cristianos has grown from a fishing village into a charming town, retaining much of its original character. The harbour is the place from which to take boat excursions, fishing trips or hire watersports equipment. The town is mainly pedestrianised and has a variety of bars, cafes and restaurants, as well as many gift and souvenir shops selling local handicrafts. Playa de las Americas is only a short ride away for those seeking a lively night out, or an unforgettable meal in one of the international restaurants. The superior holiday apartments at Wimpen Los Claveles in Los Cristianos, Tenerife include studios and one or two bedroomed units furnished and fitted to the highest standards, with a full range of modern kitchen equipment, quality furnishings and satellite television. The large, sunny patios are equipped with sun loungers. All have a full kitchen with full ovens, hobs, kettles, toasters, coffee makers, fridges and all except studios have washing machines. All have irons, ironing boards and hairdryers. Safes are available for rental. On site facilities include a heated outdoor swimming pool, overlooked by the poolside bar and restaurant, where snacks, meals and drinks can be enjoyed on the terrace.There are tennis courts and a supermarket, where you can purchase all your daily essentials. Los Claveles is situated at the top of a steep hill and is not suitable for those with walking difficulties or in a wheelchair. Please note one member of the party must be over 21, and the Resort will not allow single sex parties under the age of 25. Please see profile for charges.","Fully Equipped Kitchen, Washing Machine (some units), Kettle, Toaster, Coffee Maker, Fridge/Freezer, Satellite TV, Safe rental 8 per week, Ceiling Fans, Hairdryer, Iron/Ironing Board, Linens provided, Towels provided, Please bring pool towels or these can be hired for a refundable deposit of 15 per towel per week, Internet available 5 per villa per week.","To reach Wimpen Los Claveles in Los Cristianos, Tenerife from Reina Sofia airport follow signs for Las Americas and Los Cristianos. Leave the motorway at Junction 26, the second exit to Los Cristianos. At the first roundabout take the third exit to the right. Follow this road up the hill until you reach a smaller roundabout. At this roundabout take the third exit to the right. Wimpen Los Claveles is located approximately 200m on the right.",
Tenerife,Spain,,The Harbour Club,theharbourclub.html,images/e509.jpeg,images/e510.jpeg,"The quality holiday apartments at The Harbour Club in Tenerife are located in the relaxed village of Los Gigantes known for its famous cliffs, on the south west coast of Tenerife. The Resort is well appointed in the centre of the village close to bars, shops and restaurants. There is a small sandy beach, lido and harbour within a short walk. A Sports Centre is located nearby with miniature golf and tennis. Tenerife is known as The Island of Contrasts. The island offers an infinite variety of attractions to its visitors. The north of the island boasts lush green vegetation with a wide range of exotic plants and flowers. The National Park, where Mount Teide is situated is made up of spectacular volcanic lunar type landscape. The south side of the island offers drier sun drenched landscapes and is where you will find the majority of the islands beaches. Another contrast the island offers is that of the old and the new villages, towns and traditions that remain unchanged co-exist peacefully with the bustling tourist resorts as well as the improved infrastructure the island has seen in the last 15 years. It is these contrasts that make Tenerife truly special and one of the most popular holiday destinations worldwide. The islands all year round temperature averages 22°C. The comfortable holiday apartments at The Harbour Club in Los Gigantes, Tenerife are decorated in traditional Canarian style. The Harbour Club comprises of 63 apartments in two phases, phase 1 is located in the centre of Los Gigantes and comprises of 32 units built around the swimming pool and the resorts restaurant and phase 2 comprises of 31 units located approximately 150 metres further up from phase 1. Please note that phase two is not suitable for guests with walking dificulties. The apartments are built on two levels. Most of the units enjoy a spectacular view of the cliffs and the island of La Gomera. The kitchens are fully equipped including a microwave. Unfortunately the Resort is not suitable for disabled persons requiring wheelchair access. Please note there is an age restriction at this resort and one member of the party must be over 25. Weekly Utility Charge to cover water, electricity, safe hire and pool towels: 1 bedroom 20, and 2 bedroom 30 per week.","Fully Equipped Kitchen, Microwave, Fridge/Freezer, Hob, Kettle, Toaster, Oven, Telephone, Ceiling Fans, Satellite TV, Patio/Balcony, Patio Furniture, Linens provided, Towels provided.","To reach The Harbour Club at Los Gigantes in Tenerife. From Reina Sofia airport take the motorway, initially following the signs for Adeje. Then follow the signs for Playa San Juan/Los Gigantes, proceeding north west for 21kms. At the T junction of Los Gigantes and Tamaimo, turn left down the hill. Turn right where the road forks. Continue down the one way system to the main junction, the Resort is on the left, clearly marked. There is also an airport in the north of the Island, Los Rodeos, which is approximately 120km from the Resort. The Resort offers a minibus service from the Airport, which needs to be booked in advance. Please contact the Resort, by midnight Sunday, for the following Friday or Tuesday arrival.",
Tenerife,Spain,,Wimpen El Marques,wimpenelmarques.html,images/e511.jpeg,images/e512.jpeg,"The luxurious holiday apartments at Wimpen El Marques in Los Gigantes, Tenerife are situated in a very traditional area, most buildings having white walls and red roofs. The villas are set in tiers on the hillside, making this a picturesque area to visit. The nearby village of Los Gigantes is dominated by the incredible blue grey cliffs which tower above the Resort, giving the village its name of The Giants, and providing a spectacular backdrop. The village is only ten minutes walk away from El Marques and has a wide range of shops, first class restaurants and attractive seafront cafe bars. Built around the harbour, where luxury yachts float next to fishing boats, Los Gigantes also boasts a lovely beach lapped by clear blue seas. Another superb beach can be found in the nearby village of Playa de la Arena. The holiday apartments at El Marques in Los Gigantes, Tenerife are situated on the southwest coast of Tenerife in a sun trapped bay, just a ten minute walk up a hill from the hustle and bustle of popular Los Gigantes. The Resort has the charm and intimacy of a traditional Spanish village. Both the studios and one or two bedroomed apartments are tastefully furnished and expensively fitted with everything you could possibly need, from casserole dishes to washing machines, and all have satellite television. Most have balconies from which you can watch the glorious sunsets over the nearby island of La Gomera. On site facilities include a heated swimming pool, with its safe bathing area for children and ample sun loungers, is shaded by coconut palms. The poolside bar provides snacks and drinks, and the popular Resort restaurant is open each evening. Unfortunately due to the large number of steps, this Resort may not be suitable for the infirm or disabled guest, however there is a lift serving the apartments. One member of the party must be over the age of 21 and the Resort will not allow single sex parties under the age of 25. Please note: Building works in Phase I (Tuesday Tower) will commence on the 1st April 2011 terminating on the 30th June 2011 for the installation of a lift to supply improved access to unit N's 82 to 96. The second phase of these works will re-commence on the 29th November 2011 terminating on the 17th December 2011. We apologise for any inconvenience to guests during these improvement works.","Fully Equipped Kitchen, Microwave, Washer/Dryer (some units), Satellite TV, Fridge/Freezer, Ceiling Fans, Safe available to rent 6 per week, Linens included, Towels included, Please bring pool towels or these can be hired for a refundable deposit of 30 per property per week","To reach Wimpen El Marques in Los Gigantes, Tenerife from the airport go onto the motorway following signs for Los Cristianos and Adeje. Follow the signs for Playa San Juan and Los Gigantes and head north west for 21kms. Once you arrive at the T junction of Tamaimo and Los Gigantes go left down the hill, where the road forks, bear left and El Marques is the first turning on the right. There is also an airport in the north of the Island about 110km from Resort.",
Tenerife,Spain,,Wimpen Las Rosas,wimpenlasrosas.html,images/e513.jpeg,images/e514.jpeg,"Las Rosas in Los Gigantes, Tenerife is situated on the south western coast on the island of Tenerife. The town of Los Gigantes and the fishing village of Puerto Santiago are both within a ten minute walk. The hill side position of this property allows amazing views across the sea to the dramatic cliffs of Los Gigantes. The nearby town of Los Gigantes is dominated by the incredible blue grey cliffs which tower above the Resort, giving the town its name of The Giants, and providing a spectacular backdrop. Los Gigantes has a wide range of shops, first class restaurants and attractive seafront cafe bars. Built around the harbour, where luxury yachts float next to fishing boats, Los Gigantes also boasts a lovely beach lapped by clear blue seas. Another superb beach can be found in the nearby village of Playa de la Arena. The superior holiday apartments at Las Rosas in Los Gigantes, Tenerife are situated adjacent to the El Marques complex. One and two bedroom apartments include a fully fitted kitchen with microwave, television and DVD player, all towels provided and a weekly maid service. On site is an outdoor heated swimming pool, children's pool, mini market, bar, restaurant and television lounge. This Resort offers peace and relaxation to its visitors, however the area is not suitable for those with walking difficulties. One member of the party must be over the age of 21, and the Resort will not allow single sex parties under the age of 25. Utility fee payable 1 bedroom 9, 2 bedrooms 9.50 per unit per week.","Fully Equipped Kitchen, Fridge/Freezer, Microwave, Linens included, Towels included, Television, DVD Player, Linens included, Towels included, Please bring pool towels or these can be hired for a refundable deposit of 30 per property per week, Terrace, Patio Furniture","To reach Wimpen Las Rosas in Los Gigantes, Tenerife from the airport take the motorway, initially follow the signs for Los Cristianos, Adeje. Then follow the signs to Playa San Juan, Los Gigantes heading north west for 21kms. At the T junction of Tamaimo and Los Gigantes, go left down the hill. Bear left where the road forks and Las Rosas is the first turning on the right. There are turnings prior to this, all of which are one way. There is an airport in the north of the island Los Rodeos approximately 110kms from the Resort.",
